0.0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1.0,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2.0,0
2.1,0
2.2,0
2.3,0
2.4,0
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
3.1,0
3.2,0
3.3,0
3.4,0
3.5,0
3.6,0
3.7,0
3.8,0
3.9,0
4.0,0
4.1,0
4.2,0
4.3,0
4.4,0
4.5,0
4.6,0
4.7,0
4.8,0
4.9,0
5.0,0
5.1,0
5.2,0
5.3,0
5.4,0
5.5,0
5.6,0
5.7,0
5.8,0
5.9,0
6.0,0
6.1,0
6.2,0
6.3,0
6.4,0
6.5,0
6.6,0
6.7,0
6.8,0
6.9,0
7.0,0
7.1,0
7.2,0
7.3,0
7.4,0
7.5,0
7.6,0
7.7,0
7.8,0
7.9,0
8.0,0
8.1,0
8.2,0
8.3,0
8.4,0
8.5,0
8.6,0
8.7,0
8.8,0
8.9,0
9.0,0
9.1,0
9.2,0
9.3,0
9.4,0
9.5,0
9.6,0
9.7,0
9.8,0
9.9,0
10.0,0
10.1,0
10.2,0
10.3,0
10.4,0
10.5,0
10.6,0
10.7,0
10.8,0
10.9,0
11.0,0
11.1,0
11.2,0
11.3,0
11.4,0
11.5,0
11.6,0
11.7,0
11.8,0
11.9,0
12.0,0
12.1,0
12.2,0
12.3,0
12.4,0
12.5,0
12.6,0
12.7,0
12.8,0
12.9,0
13.0,0
13.1,0
13.2,0
13.3,0
13.4,0
13.5,0
13.6,0
13.7,0
13.8,0
13.9,0
14.0,0
14.1,0
14.2,0
14.3,0
14.4,0
14.5,0
14.6,0
14.7,0
14.8,0
14.9,0
15.0,0
15.1,0
15.2,0
15.3,0
15.4,0
15.5,0
15.6,0
15.7,0
15.8,0
15.9,0
16.0,0
16.1,0
16.2,0
16.3,0
16.4,0
16.5,0
16.6,0
16.7,0
16.8,0
16.9,0
17.0,0
17.1,0
17.2,0
17.3,0
17.4,0
17.5,0
17.6,0
17.7,0
17.8,0
17.9,0
18.0,0.0
18.0199996667,9.99991666695e-05
18.0399973334,0.000399986666844
18.0599910004,0.000899932502025
18.0799786684,0.00159978667804
18.0999583385,0.00249947921007
18.119928013,0.00359892012959
18.1398856947,0.00489799949344
18.1598293879,0.00639658739476
18.1797570984,0.00809453397601
18.1996668333,0.00999166944395
18.2195566017,0.0120878040866
18.2394244146,0.0143827282923
18.2592682852,0.0168762125704
18.2790862293,0.0195680075747
18.2988762649,0.0224578441279
18.3186364132,0.0255454332487
18.3383646981,0.0288304661809
18.3580591469,0.0323126144238
18.37771779,0.0359915297655
18.3973386616,0.0398668443175
18.4169197997,0.0439381705517
18.4364592462,0.0482051013388
18.4559550471,0.0526672099893
18.4754052529,0.0573240502959
18.4948079185,0.0621751565787
18.5141611038,0.067220043731
18.5334628734,0.0724582072682
18.5527112971,0.0778891233785
18.5719044502,0.0835122489746
18.5910404133,0.0893270217488
18.6101172729,0.0953328602286
18.6291331212,0.101529163835
18.6480860568,0.107915312943
18.6669741843,0.114490668943
18.6857956149,0.121254574305
18.7045484666,0.128206352644
18.7232308639,0.135345308788
18.7418409388,0.142670728847
18.7603768302,0.150181880285
18.7788366846,0.157878011994
18.797218656,0.165758354367
18.8155209061,0.173822119375
18.8337416049,0.18206850065
18.8518789301,0.19049667356
18.8699310682,0.199105795295
18.8878962139,0.207895004949
18.9057725708,0.216863423609
18.9235583511,0.226010154441
18.9412517763,0.23533428278
18.9588510772,0.244834876219
18.9763544938,0.254510984708
18.9937602757,0.264361640645
19.0110666824,0.27438585897
19.0282719833,0.284582637272
19.0453744579,0.294950955881
19.0623723958,0.305489777973
19.0792640975,0.316198049675
19.0960478736,0.32707470017
19.1127220458,0.3381186418
19.1292849468,0.349328770181
19.1457349202,0.360703964309
19.1620703211,0.372243086675
19.1782895159,0.383944983376
19.1943908827,0.395808484231
19.2103728115,0.407832402902
19.2262337039,0.420015537005
19.2419719741,0.432356668238
19.257586048,0.444854562498
19.2730743644,0.457507970006
19.2884353745,0.470315625431
19.303667542,0.483276248019
19.3187693439,0.496388541718
19.33373927,0.50965119531
19.3485758233,0.523062882541
19.36327752,0.536622262252
19.3778428902,0.550327978518
19.3922704773,0.564178660778
19.4065588384,0.578172923975
19.4207065448,0.592309368696
19.4347121818,0.606586581306
19.4485743487,0.621003134097
19.4622916595,0.635557585425
19.4758627422,0.650248479857
19.4892862399,0.665074348317
19.5025608103,0.68003370823
19.5156851258,0.695125063672
19.5286578741,0.71034690552
19.5414777578,0.725697711603
19.5541434951,0.741175946853
19.5666538193,0.756780063459
19.5790074794,0.772508501022
19.5912032401,0.788359686713
19.6032398818,0.804332035425
19.6151162008,0.820423949938
19.6268310096,0.836633821072
19.6383831366,0.852960027855
19.6497714267,0.869400937679
19.660994741,0.885954906468
19.6720519572,0.902620278837
19.6829419696,0.919395388264
19.6936636892,0.936278557251
19.7042160439,0.953268097497
19.7145979784,0.97036231006
19.7248084545,0.987559485534
19.7348464512,1.00485790422
19.7447109647,1.02225583628
19.7544010085,1.03975154194
19.7639156138,1.05734327165
19.7732538289,1.07502926625
19.7824147201,1.09280775715
19.7913973714,1.11067696652
19.8002008844,1.12863510745
19.8088243788,1.14668038414
19.8172669922,1.16481099208
19.8255278805,1.18302511823
19.8336062175,1.20132094119
19.8415011955,1.21969663138
19.8492120248,1.23815035127
19.8567379345,1.25668025548
19.8640781719,1.27528449105
19.8712320031,1.29396119756
19.8781987126,1.31270850737
19.8849776039,1.33152454575
19.8915679989,1.35040743112
19.8979692387,1.36935527521
19.9041806832,1.38836618324
19.9102017112,1.40743825415
19.9160317206,1.42656958074
19.9216701284,1.44575824989
19.9271163708,1.46500234275
19.9323699032,1.48429993493
19.9374302002,1.5036490967
19.9422967558,1.52304789313
19.9469690834,1.54249438438
19.9514467157,1.56198662581
19.9557292049,1.58152266822
19.9598161228,1.601100558
19.9637070607,1.6207183374
19.9674016296,1.64037404465
19.97089946,1.6600657142
19.974200202,1.67979137689
19.9773035257,1.69954906018
19.9802091207,1.71933678831
19.9829166964,1.73915258252
19.9854259821,1.75899446127
19.9877367268,1.77886044036
19.9898486996,1.79874853323
19.9917616891,1.81865675107
19.9934755041,1.83858310309
19.9949899732,1.85852559666
19.996304945,1.87848223756
19.997420288,1.89845103013
19.9983358905,1.91842997752
19.9990516612,1.93841708184
19.9995675284,1.95841034439
19.9998834405,1.97840776588
19.9999993659,1.99840734658
20.0,2.0
20.0,2.1
20.0,2.2
20.0,2.3
20.0,2.4
20.0,2.5
19.9999000008,2.51999966667
19.9996000133,2.53999733339
19.9991000675,2.5599910004
19.9984002133,2.57997866837
19.9975005208,2.59995833854
19.9964010799,2.61992801296
19.9951020005,2.63988569468
19.9936034126,2.65982938794
19.991905466,2.6797570984
19.9900083306,2.69966683329
19.9879121959,2.71955660167
19.9856172717,2.73942441458
19.9831237874,2.75926828524
19.9804319924,2.77908622929
19.9775421559,2.79887626495
19.9744545668,2.81863641323
19.9711695338,2.83836469813
19.9676873856,2.85805914685
19.9640084702,2.87771778995
19.9601331557,2.89733866159
19.9560618294,2.91691979969
19.9517948987,2.93645924616
19.94733279,2.95595504707
19.9426759497,2.97540525285
19.9378248434,2.99480791851
19.9327799563,3.01416110378
19.9275417927,3.03346287338
19.9221108766,3.05271129713
