time,step-size,{fmu1}.Steering_control.delta_f,{fmu1}.Steering_control.speed,{fmu2}.vehicle.delta_f,{fmu2}.vehicle.theta,{fmu2}.vehicle.w_o,{fmu2}.vehicle.x,{fmu2}.vehicle.y
47.400000000000404,0.1,0.48255375430161795,1.0,0.4890690616915073,0.7405911513045986,47.000833333313764,13.294041057318847,1.1947447289966433
47.500000000000405,0.1,0.4636187555027105,1.0,0.4865059866573796,0.7500222672757618,47.10083333331353,13.31183997486255,1.2182184685091146
47.600000000000406,0.1,0.46201057702588544,1.0,0.4775101334616443,0.7593393867871342,47.2008333333133,13.329460849624539,1.2418125330856296
47.70000000000041,0.1,0.460744860157489,1.0,0.471412346057429,0.768511568513902,47.300833333313065,13.346917969088251,1.2655109579720036
47.80000000000041,0.1,0.444456915919252,1.0,0.46721565716460434,0.7775848952688351,47.40083333331283,13.364196110796174,1.2893287651844167
47.90000000000041,0.1,0.44274381164957743,1.0,0.4582690228756113,0.7865294979882289,47.5008333333126,13.381308718848475,1.3132511940713718
48.00000000000041,0.1,0.4413768941968004,1.0,0.4521611941319162,0.7953295267343421,47.600833333312366,13.39826491125132,1.3372686314001694
48.10000000000041,0.1,0.44040203545131645,1.0,0.44791859364878206,0.8040301468114188,47.70083333331213,13.415049476887235,1.3613954458476463
48.200000000000415,0.1,0.41405661390527637,1.0,0.4449615511883656,0.8126616147828374,47.8008333333119,13.431651814218887,1.3856405602135338
48.300000000000416,0.1,0.4122419413669549,1.0,0.43281472199213417,0.8211438513540503,47.90083333331167,13.448105670503173,1.4099709081164076
48.40000000000042,0.1,0.41078975039017185,1.0,0.424720880783801,0.8294317816900836,48.000833333311434,13.464433418463837,1.4343659155914164
48.50000000000042,0.1,0.4097910761926331,1.0,0.419240142097003,0.8375893970360212,48.1008333333112,13.48061304479804,1.4588462084906686
48.60000000000042,0.1,0.3885610168922729,1.0,0.41552272914138827,0.8456587077346416,48.20083333331097,13.49662971380449,1.4834246335176104
48.70000000000042,0.1,0.387032300697719,1.0,0.40492485257786903,0.8535872192008939,48.300833333310734,13.512507219285432,1.508079446207593
48.80000000000042,0.1,0.385859304908179,1.0,0.3978854546712508,0.8613464296867227,48.4008333333105,13.528261224790398,1.5327971460498295
48.900000000000425,0.1,0.3590762747775537,1.0,0.3931541263393825,0.8689926569319691,48.50083333331027,13.543871641090856,1.557595191260849
49.000000000000426,0.1,0.3572630461468763,1.0,0.3797590738409627,0.8764606178247664,48.600833333310035,13.559369050797624,1.582447711822871
49.10000000000043,0.1,0.35583194655304606,1.0,0.37090849314740854,0.8837150615762931,48.7008333333098,13.57477356846063,1.6073388659804506
49.20000000000043,0.1,0.33542041117886,1.0,0.36497705764327987,0.890827625181071,48.80083333330957,13.590059347445491,1.6322907910112465
49.30000000000043,0.1,0.3337342019742142,1.0,0.3533577403094363,0.8977685289216747,48.900833333309336,13.60524282107806,1.6572905792923924
49.40000000000043,0.1,0.3324120967204037,1.0,0.3456373319079126,0.9045237950312105,49.0008333333091,13.620334746018369,1.6823304221048971
49.50000000000043,0.1,0.3314970503793112,1.0,0.3404342755913621,0.9111550072657482,49.10083333330887,13.635312476392265,1.7074287567016773
49.600000000000435,0.1,0.3019875379653605,1.0,0.33691821398623695,0.9177025192515563,49.20083333330864,13.650160945197296,1.7325971679229548
49.700000000000436,0.1,0.300334709074238,1.0,0.32318897928977014,0.9240797401901566,49.300833333308404,13.664920716172471,1.7578045719394348
49.80000000000044,0.1,0.2990345889800252,1.0,0.3141973600748409,0.930238911642275,49.40083333330817,13.679618077662862,1.7830320677248659
49.90000000000044,0.1,0.2707161222532849,1.0,0.30823193167083474,0.9362545487588689,49.50083333330794,13.694224991861473,1.8083016083345158
50.00000000000044,0.1,0.26896735040044817,1.0,0.2934849242374623,0.942066878396747,49.600833333307705,13.708772144770233,1.8335912952965194
50.10000000000044,0.1,0.2676008159180767,1.0,0.28383889453751643,0.9476451233551849,49.70083333330747,13.723279315036134,1.8588880369411565
50.20000000000044,0.1,0.23222246873312172,1.0,0.2774503991598272,0.9530694987604814,49.80083333330724,13.737715911481338,1.8842150365023451
50.300000000000445,0.1,0.23027008507353142,1.0,0.25967247692236733,0.9582562631567125,49.900833333307006,13.75212427573715,1.909543135636838
50.400000000000446,0.1,0.22872341281970607,1.0,0.24810452401589564,0.9631614363714975,50.00083333330677,13.766531524658713,1.9348549303260527
50.50000000000045,0.1,0.22767211388738187,1.0,0.2404794327329694,0.9678824460416555,50.10083333330654,13.78090002041666,1.9601781823246944
50.60000000000045,0.1,0.19873248845060498,1.0,0.23544067680682332,0.9724819360484177,50.200833333306306,13.795205450640552,1.9855303740279329
50.70000000000045,0.1,0.19720276324962038,1.0,0.2210117574594857,0.9768899391220798,50.30083333330607,13.809483389741528,2.010887827533015
50.80000000000045,0.1,0.19601356210441434,1.0,0.21164442140255008,0.9810696114744707,50.40083333330584,13.823756489492768,2.0362363332354
50.90000000000045,0.1,0.1638760561046929,1.0,0.2054947585788689,0.9851004037530333,50.50083333330561,13.837993508760656,2.0615978493314877
51.000000000000455,0.1,0.1622126421632528,1.0,0.18913531882489718,0.9889100200119156,50.600833333305374,13.852232136032217,2.0869481721784426
51.100000000000456,0.1,0.16091049582973227,1.0,0.1785429117597332,0.9924610403054097,50.70083333330514,13.866496271065603,2.1122728094658947
51.20000000000046,0.1,0.11498521577224907,1.0,0.17160575485583318,0.9958438779139742,50.80083333330491,13.88075001505582,2.1375963486781497
51.30000000000046,0.1,0.11296311636975577,1.0,0.14935052127108872,0.9989391420602107,50.900833333304675,13.89505401635446,2.1628804529335928
51.40000000000046,0.1,0.11136683716717723,1.0,0.13503421512424282,1.0016835464420515,51.00083333330444,13.909446468406921,2.1881020535493185
51.50000000000046,0.1,0.07307151764345445,1.0,0.1257226343600717,1.004201287178878,51.10083333330421,13.923877544509331,2.21329443044654
51.60000000000046,0.1,0.07121264803862148,1.0,0.10502539027125046,1.0064249387875333,51.200833333303976,13.938384984671824,2.238434561407285
51.700000000000465,0.1,0.0697736397001476,1.0,0.09172205244288803,1.0083224101567296,51.30083333330374,13.952992187351178,2.2635087669122456
51.800000000000466,0.1,0.06882434200354282,1.0,0.08308675229623831,1.0100094303799527,51.40083333330351,13.967652333909692,2.2885475079097373
51.90000000000047,0.1,0.0288074536179026,1.0,0.07747541094261305,1.011559783499484,51.50083333330328,13.98233557653231,2.3135700435906057
52.00000000000047,0.1,0.027220233480688583,1.0,0.058346288105550655,1.0128662316312196,51.600833333303044,13.997096370715914,2.338542712847788
